동물명(추정),파일명,사용 상태,ARP 여부,리그 타입,ARP 마커,ARP 마커 수,동명 파일 수,폴더,경로,수정일,파일 크기
heron_white,heron_white.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,1,bird,Asset/BlenderFile/bird/heron_white/heron_white.blend,2026-02-27,9.0 MB
mdl_bird_heron_white,mdl_bird_heron_white.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,1,bird,Asset/BlenderFile/bird/heron_white/mdl_bird_heron_white.blend,2026-02-27,9.7 MB
baby_bear_remap,Baby_Bear_remap Test.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,1,normal,Asset/BlenderFile/normal/Baby_bear/BackUP/Baby_Bear_remap Test.blend,2022-04-05,13.1 MB
baby_eagle,Baby_Eagle_animation.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",12,2,normal,Asset/BlenderFile/normal/Baby_bald_eagle/Baby_Eagle_animation.blend,2021-11-18,5.4 MB
baby_rabbit,Baby_Rabbit_animation_2201129.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,17,normal,Asset/BlenderFile/normal/baby_rabbit/blender/BackUp/Baby_Rabbit_animation_2201129.blend,2024-11-12,8.9 MB
babydeer,babydeer_Animation3.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,13,normal,Asset/BlenderFile/normal/baby_deer/blender/babydeer_Animation3.blend,2023-03-20,10.2 MB
babyfox,babyfox_animation_all2.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,15,normal,Asset/BlenderFile/normal/baby_fox/blender/babyfox_animation_all2.blend,2022-03-03,7.9 MB
chinchilla,Chinchilla_animation.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,4,normal,Asset/BlenderFile/normal/chinchilla/Chinchilla_animation.blend,2025-10-27,5.1 MB
flamingo,flamingo_Pose.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,25,normal,Asset/BlenderFile/normal/flamingo/blender/flamingo_Pose.blend,2023-07-06,10.8 MB
fox,fox_AllAni_260318_RigConvert.blend,사용중,O,ARP,,0,32,normal,Asset/BlenderFile/normal/fox/blender/fox_AllAni_260318_RigConvert.blend,2026-03-18,10.5 MB
gorilla,Gorilla_AllAni_240311.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,13,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_AllAni_240311.blend,2024-03-19,48.8 MB
gorilla_climb,Gorilla_climb.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,1,normal,Asset/BlenderFile/normal/Gorilla/Gorilla_climb.blend,2022-03-18,22.8 MB
mole,Mole_animation.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",12,6,normal,Asset/BlenderFile/normal/mole/Mole_animation.blend,2022-12-26,7.9 MB
mole_burrow,Mole_burrow.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",12,1,normal,Asset/BlenderFile/normal/mole/Mole_burrow.blend,2021-09-16,3.5 MB
mole_zemgift,Mole_zemgift.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",12,1,normal,Asset/BlenderFile/normal/mole/Mole_zemgift.blend,2021-09-16,3.6 MB
squirrel2,Squirrel2.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,1,normal,Asset/BlenderFile/normal/Squirrel/Backup/Squirrel2.blend,2021-12-06,3.1 MB
squirrel3,Squirrel3.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,1,normal,Asset/BlenderFile/normal/Squirrel/Backup/Squirrel3.blend,2021-12-06,4.3 MB
squirrel_snow,Squirrel_snow.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l, c_arm_fk.l, c_forearm_fk.l, c_hand_fk.l",13,1,normal,Asset/BlenderFile/normal/Squirrel/Backup/Squirrel_snow.blend,2021-12-28,5.6 MB
timeline,Timeline.blend,사용중,O,ARP,"c_pos, c_traj, c_root_master, c_root.x, c_spine_01.x, c_spine_02.x, c_neck.x, c_thigh_fk.l, c_leg_fk.l, c_foot_fk.l",10,2,normal,Asset/BlenderFile/normal/Baby_wolf/Timeline/Timeline.blend,2022-03-04,5.1 MB
arctic_hare,Arctic hare_AllAni_241122_ex.blend,사용중,X,커스텀,,0,1,2024,Asset/BlenderFile/2024/2024_Winter/동물/3094_북극토끼/Arctic hare_AllAni_241122_ex.blend,2025-02-04,5.7 MB
cat_gray,cat_gray_06(1121추가ani).blend,사용중,X,커스텀,,0,1,2024,Asset/BlenderFile/2024/2024_Winter/동물/3099_마눌/cat_gray_06(1121추가ani).blend,2024-11-25,9.9 MB
eagle_owl_red,3084_eagle_owl_red_animation.blend,사용중,X,커스텀,,0,1,2024,Asset/BlenderFile/2024/2024_autumn/3084_붉은 부엉이/3084_eagle_owl_red_animation.blend,2024-08-07,3.4 MB
moose_christmas,Moose_christmas_02.blend,사용중,X,커스텀,,0,3,2024,Asset/BlenderFile/2024/2024_Christmas/동물/크리스마스 무스/Moose_christmas_02.blend,2024-12-05,19.5 MB
pallas's_cat,Pallas's cat_AllAni_241125_ex.blend,사용중,X,커스텀,,0,2,2024,Asset/BlenderFile/2024/2024_Winter/동물/3099_마눌/Pallas's cat_AllAni_241125_ex.blend,2024-11-25,39.4 MB
raccoon_leaf_all,3083_raccoon_leaf_All_Ani_240819.blend,사용중,X,커스텀,,0,4,2024,Asset/BlenderFile/2024/2024_autumn/3083_단풍 레서 판다/3083_raccoon_leaf_All_Ani_240819.blend,2024-08-19,7.5 MB
shark_package01,shark_package01.blend,사용중,X,커스텀,,0,1,2024,Asset/BlenderFile/2024/2024_Summer/package/3d 리소스/shark_package01.blend,2024-04-29,2.3 MB
south_polar_skua,South polar skua_AllAni_241121_ex.blend,사용중,X,커스텀,,0,1,2024,Asset/BlenderFile/2024/2024_Winter/동물/3096_남극 도둑 갈매기/South polar skua_AllAni_241121_ex.blend,2024-11-25,3.2 MB
turtle_valentain,turtle_Valentain.blend,사용중,X,커스텀,,0,1,2024,Asset/BlenderFile/2024/2024_Valentine/거북이/turtle_Valentain.blend,2025-01-07,4.0 MB
ui_shop_img_coconutpass,UI_Shop_Img_CoconutPass.blend,사용중,X,커스텀,,0,1,2024,Asset/BlenderFile/2024/2024_Summer/package/3d 리소스/UI_Shop_Img_CoconutPass.blend,2024-05-07,4.8 MB
white_eagle_owl,white_eagle_owl.blend,사용중,X,커스텀,,0,1,2024,Asset/BlenderFile/2024/2024_Christmas/날씨/3d 파일/white_eagle_owl.blend,2024-12-03,1.6 MB
whitesnow_monkey,whitesnow_monkey_04.blend,사용중,X,커스텀,,0,3,2024,Asset/BlenderFile/2024/2024_Winter/동물/3098_눈꽃 원숭이/whitesnow_monkey_04.blend,2024-11-26,4.2 MB
남극도둑갈매기,남극도둑갈매기_05(ani).blend,사용중,X,커스텀,,0,1,2024,Asset/BlenderFile/2024/2024_Winter/동물/3096_남극 도둑 갈매기/남극도둑갈매기_05(ani).blend,2024-11-21,3.2 MB
북극토끼,북극토끼_02.blend,사용중,X,커스텀,,0,1,2024,Asset/BlenderFile/2024/2024_Winter/동물/3094_북극토끼/북극토끼_02.blend,2024-11-12,5.5 MB
bear,bear_AllAni_statue.blend,사용중,X,커스텀,,0,26,2025,Asset/BlenderFile/2025/2025_Event Pass/2025_9월 이벤트 패스/동물/곰 조각상/bear_AllAni_statue.blend,2025-08-07,1.8 MB
cat_baby,cat_baby_AllAni_EX250218.blend,사용중,X,커스텀,,0,2,2025,Asset/BlenderFile/2025/2025_Cherry Blossom/동물/3110_아기 고양이/cat_baby_AllAni_EX250218.blend,2026-03-09,32.5 MB
duck,Duck_AllAni_250709.blend,사용중,X,커스텀,,0,33,2025,Asset/BlenderFile/2025/2025_Event Pass/2025_8월 이벤트 패스/동물/원앙/Duck_AllAni_250709.blend,2025-07-09,8.3 MB
gazelle,Gazelle_AllAni_251112.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Event Pass/주토피아 패스/동물/톰슨 가젤/Gazelle_AllAni_251112.blend,2025-11-13,7.2 MB
llama,Llama_AllAni_250219.blend,사용중,X,커스텀,,0,21,2025,Asset/BlenderFile/2025/2025_Cherry Blossom/동물/3068_벚꽃 알파카/Llama_AllAni_250219.blend,2025-02-20,10.8 MB
lynx,Lynx_AllAni_ex251112.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Winter/동물/캐나다 스라소니/Lynx_AllAni_ex251112.blend,2025-11-12,30.4 MB
new island_test,New Island_test.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/새로운 섬/원화/테스트/2차/New Island_test.blend,2025-07-21,7.4 MB
rabbit,Rabbit_AllAni_251112.blend,사용중,X,커스텀,,0,33,2025,Asset/BlenderFile/2025/2025_Event Pass/주토피아 패스/동물/회색 토끼/Rabbit_AllAni_251112.blend,2025-11-12,6.0 MB
rabbit_easterbunny,rabbit_EasterBunny_AllAni_250310.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Easter/동물/3106_부활절 토끼/rabbit_EasterBunny_AllAni_250310.blend,2025-03-12,5.8 MB
sb_turtle_valentine01,SB_turtle_valentine01.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Valentine/동물/딸기 초콜릿 거북이/SB_turtle_valentine01.blend,2025-01-21,4.2 MB
sheep_cherryblossom,sheep_cherryblossom.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Cherry Blossom/동물/3109_벚꽃 양/sheep_cherryblossom.blend,2025-02-19,7.7 MB
spotted_cat,Spotted Cat_AllAni_250618_04.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Event Pass/2025_점박이 고양이/동물/3119_점박이 고양이/Spotted Cat_AllAni_250618_04.blend,2025-06-19,6.5 MB
turtle,Turtle_AllAni_250709.blend,사용중,X,커스텀,,0,17,2025,Asset/BlenderFile/2025/2025_Event Pass/2025_8월 이벤트 패스/동물/매부리 바다거북/Turtle_AllAni_250709.blend,2025-07-24,4.4 MB
ui_portrait_alpaca,UI_Portrait_Alpaca.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Cherry Blossom/동물/3068_벚꽃 알파카/포트레이트/UI_Portrait_Alpaca.blend,2025-02-20,3.3 MB
ui_portrait_bear,UI_Portrait_bear_statue.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Event Pass/2025_9월 이벤트 패스/동물/곰 조각상/포트레이트/UI_Portrait_bear_statue.blend,2025-08-07,2.2 MB
ui_portrait_bear_malayan,UI_Portrait_Bear_Malayan.blend,사용중,X,커스텀,,0,2,2025,Asset/BlenderFile/2025/2025_Event Pass/2025_9월 이벤트 패스/동물/뉴질렌드 레드 토끼/포트레이트/UI_Portrait_Bear_Malayan.blend,2025-08-05,9.1 MB
ui_portrait_duck,UI_Portrait_Duck.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Event Pass/2025_8월 이벤트 패스/동물/원앙/포트레이트/UI_Portrait_Duck.blend,2025-07-09,6.9 MB
ui_portrait_easterbunny,UI_Portrait__EasterBunny.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Easter/동물/3106_부활절 토끼/포트레이트/UI_Portrait__EasterBunny.blend,2025-03-13,5.9 MB
ui_portrait_flamingo,UI_Portrait_flamingo.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Cherry Blossom/동물/3108_하얀 플라밍고/포트레이트/UI_Portrait_flamingo.blend,2025-02-20,3.0 MB
ui_portrait_gray_rabbit,UI_Portrait_Gray rabbit.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Event Pass/주토피아 패스/동물/회색 토끼/포트레이트/UI_Portrait_Gray rabbit.blend,2025-11-11,6.2 MB
ui_portrait_kitten,UI_Portrait_Kitten.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Cherry Blossom/동물/3110_아기 고양이/포트레이트/UI_Portrait_Kitten.blend,2025-02-20,2.9 MB
ui_portrait_red_fox,UI_Portrait_Red Fox.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Event Pass/주토피아 패스/동물/주황색 여우/포트레이트/UI_Portrait_Red Fox.blend,2025-11-11,2.3 MB
ui_portrait_sheep,UI_Portrait_sheep.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Cherry Blossom/동물/3109_벚꽃 양/포트레이트/UI_Portrait_sheep.blend,2025-02-20,7.6 MB
ui_portrait_silver_lynx,UI_Portrait_Silver Lynx.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Winter/동물/캐나다 스라소니/포트레이트/UI_Portrait_Silver Lynx.blend,2025-11-11,30.3 MB
ui_portrait_spotted_cat,UI_Portrait_Spotted Cat.blend,사용중,X,커스텀,,0,1,2025,Asset/BlenderFile/2025/2025_Event Pass/2025_점박이 고양이/동물/3119_점박이 고양이/포트레이트/UI_Portrait_Spotted Cat.blend,2025-06-19,3.4 MB
baby,baby_008.blend,사용중,X,커스텀,,0,2,2026,Asset/BlenderFile/2026/2026_Cat Challenge/UI/baby_008.blend,2026-03-13,6.8 MB
capybara,Capybara_AllAni_260210.blend,사용중,X,커스텀,,0,8,2026,Asset/BlenderFile/2026/2026_Spring Pass/컨텐츠/벚꽃카피바라/Capybara_AllAni_260210.blend,2026-02-10,4.2 MB
cats,cats.blend,사용중,X,커스텀,,0,2,2026,Asset/BlenderFile/2026/2026_Cat Challenge/UI/cats.blend,2026-03-13,41.2 MB
cats_basic,cats_basic_03.blend,사용중,X,커스텀,,0,2,2026,Asset/BlenderFile/2026/2026_Cat Challenge/UI/cats_basic_03.blend,2026-03-05,7.3 MB
lopear,lopear_AllAni_EX260120.blend,사용중,X,커스텀,,0,6,2026,Asset/BlenderFile/2026/2026_Spring Pass/컨텐츠/벚꽃롭이어/lopear_AllAni_EX260120.blend,2026-01-19,35.2 MB
monkey,Monkey_Statue_260210.blend,사용중,X,커스텀,,0,28,2026,Asset/BlenderFile/2026/2026_Event Pass/02월 원숭이 석상/원숭이 석상/Monkey_Statue_260210.blend,2026-02-10,7.9 MB
tasmanian_tiger_sj01,Tasmanian_Tiger_SJ01.blend,사용중,X,커스텀,,0,1,2026,Asset/BlenderFile/2026/2026_Australia/컨텐츠/동물/테즈메이니아 호랑이/Tasmanian_Tiger_SJ01.blend,2026-03-16,8.1 MB
ui_portrait,UI_Portrait_Old World Monkey.blend,사용중,X,커스텀,,0,1,2026,Asset/BlenderFile/2026/2026_Event Pass/02월 원숭이 석상/원숭이 석상/포트레이트/UI_Portrait_Old World Monkey.blend,2026-01-22,6.9 MB
ui_portrait_capybara,UI_Portrait_Capybara.blend,사용중,X,커스텀,,0,1,2026,Asset/BlenderFile/2026/2026_Spring Pass/컨텐츠/벚꽃카피바라/포트레이트/UI_Portrait_Capybara.blend,2026-02-13,4.4 MB
ui_portrait_fox,UI_Portrait_Fox.blend,사용중,X,커스텀,,0,3,2026,Asset/BlenderFile/2026/2026_Event Pass/04월 여우 석상/박쥐귀여우/포트레이트/UI_Portrait_Fox.blend,2026-03-10,10.6 MB
ui_portrait_lopear,UI_Portrait_lopear.blend,사용중,X,커스텀,,0,2,2026,Asset/BlenderFile/2026/2026_Spring Pass/컨텐츠/벚꽃롭이어/포트레이트/UI_Portrait_lopear.blend,2026-02-13,34.6 MB
baby_tiger,Baby_Tiger_AllAni_EX0602.blend,사용중,X,커스텀,,0,10,Sup_01,Asset/BlenderFile/Sup_01/08_Baby_Tiger/Baby_Tiger_AllAni_EX0602.blend,2023-06-09,35.6 MB
baby_tiger_roar01,Baby_Tiger_roar01.blend,사용중,X,커스텀,,0,1,Sup_01,Asset/BlenderFile/Sup_01/08_Baby_Tiger/Baby_Tiger_roar01.blend,2023-05-23,3.7 MB
mandarinduck,MandarinDuck_01.blend,사용중,X,커스텀,,0,2,Sup_01,Asset/BlenderFile/Sup_01/09_MandarinDuck/MandarinDuck_01.blend,2023-06-05,7.7 MB
tiger,Tiger_sleep01.blend,사용중,X,커스텀,,0,7,Sup_01,Asset/BlenderFile/Sup_01/06_Tiger/Tiger_sleep01.blend,2023-05-15,5.1 MB
tiger_all,Tiger_All_Ani0613.blend,사용중,X,커스텀,,0,10,Sup_01,Asset/BlenderFile/Sup_01/06_Tiger/Tiger_All_Ani0613.blend,2023-06-14,4.5 MB
tiger_roar06,Tiger_roar06.blend,사용중,X,커스텀,,0,1,Sup_01,Asset/BlenderFile/Sup_01/06_Tiger/Tiger_roar06.blend,2023-05-13,5.6 MB
husky,Husky.blend,사용중,X,커스텀,,0,1,Sup_02,Asset/BlenderFile/Sup_02/Husky/Husky.blend,2023-11-13,8.1 MB
lynx04,Lynx04(ex).blend,사용중,X,커스텀,,0,2,Sup_02,Asset/BlenderFile/Sup_02/Lynx/BackUp/Lynx04(ex).blend,2023-11-30,27.8 MB
lynx06,Lynx06(ex).blend,사용중,X,커스텀,,0,2,Sup_02,Asset/BlenderFile/Sup_02/Lynx/Lynx06(ex).blend,2023-11-30,29.8 MB
lynx07,Lynx07.blend,사용중,X,커스텀,,0,1,Sup_02,Asset/BlenderFile/Sup_02/Lynx/Lynx07.blend,2023-12-11,7.0 MB
lynx08,Lynx08(ex).blend,사용중,X,커스텀,,0,1,Sup_02,Asset/BlenderFile/Sup_02/Lynx/Lynx08(ex).blend,2023-12-11,30.2 MB
moose,Moose.blend,사용중,X,커스텀,,0,3,Sup_02,Asset/BlenderFile/Sup_02/Moose/Moose.blend,2023-11-29,19.0 MB
snow_leopard07,Snow_Leopard07.blend,사용중,X,커스텀,,0,1,Sup_02,Asset/BlenderFile/Sup_02/Snow_Leopard/Snow_Leopard07.blend,2023-11-30,7.0 MB
snow_leopard08,Snow_Leopard08(ex).blend,사용중,X,커스텀,,0,1,Sup_02,Asset/BlenderFile/Sup_02/Snow_Leopard/Backup/Snow_Leopard08(ex).blend,2023-11-17,28.4 MB
snow_leopard09,Snow_Leopard09(ex).blend,사용중,X,커스텀,,0,1,Sup_02,Asset/BlenderFile/Sup_02/Snow_Leopard/Snow_Leopard09(ex).blend,2023-11-30,28.8 MB
albatross,albatross_Aniamtion.blend,사용중,X,커스텀,,0,6,bird,Asset/BlenderFile/bird/albatross/albatross_Aniamtion.blend,2023-08-06,4.9 MB
albatross_black,albatross_Black_rig010.blend,사용중,X,커스텀,,0,1,bird,Asset/BlenderFile/bird/albatross/Black skin/albatross_Black_rig010.blend,2021-03-09,1.7 MB
albatross_flight004,albatross_flight004.blend,사용중,X,커스텀,,0,1,bird,Asset/BlenderFile/bird/albatross/albatross_flight004.blend,2023-08-06,1.6 MB
crested_tit,Crested tit_rig.blend,사용중,X,커스텀,,0,1,bird,Asset/BlenderFile/bird/small/sparrow/old/crested_tit/blender/Crested tit_rig.blend,2020-10-20,1.0 MB
cuckoo,cuckoo_Animation.blend,사용중,X,커스텀,,0,6,bird,Asset/BlenderFile/bird/cuckoo/blender/cuckoo_Animation.blend,2021-10-28,2.1 MB
eagle_owl,eagle_owl_animation.blend,사용중,X,커스텀,,0,7,bird,Asset/BlenderFile/bird/eagle owl/blender/eagle_owl_animation.blend,2021-12-01,3.0 MB
eagle_owl_leap,eagle_owl_leap.blend,사용중,X,커스텀,,0,1,bird,Asset/BlenderFile/bird/eagle owl/blender/eagle_owl_leap.blend,2021-08-24,2.1 MB
long_tail_tit,long_tail_tit_rig.blend,사용중,X,커스텀,,0,1,bird,Asset/BlenderFile/bird/small/sparrow/old/blender/long_tail_tit_rig.blend,2020-11-17,1.0 MB
puffin,puffin_ani_fly.blend,사용중,X,커스텀,,0,6,bird,Asset/BlenderFile/bird/puffin/blender/puffin_ani_fly.blend,2022-01-14,1.6 MB
seagull,seagull_animation.blend,사용중,X,커스텀,,0,14,bird,Asset/BlenderFile/bird/seagull/blender/seagull_animation.blend,2021-08-03,1.9 MB
seagull_flight,seagull_flight.blend,사용중,X,커스텀,,0,2,bird,Asset/BlenderFile/bird/seagull/old/blender/seagull_flight.blend,2020-10-21,1.5 MB
sparrow,sparrow_animation2.blend,사용중,X,커스텀,,0,19,bird,Asset/BlenderFile/bird/small/sparrow/blender/sparrow_animation2.blend,2021-10-28,2.4 MB
tit,tit_rig.blend,사용중,X,커스텀,,0,1,bird,Asset/BlenderFile/bird/small/sparrow/old/blender/tit_rig.blend,2020-11-17,1.0 MB
toco_toucan,toco toucan_aniamtion.blend,사용중,X,커스텀,,0,7,bird,Asset/BlenderFile/bird/toco toucan/blender/toco toucan_aniamtion.blend,2022-01-27,2.3 MB
alpaca,alpaca_animation.blend,사용중,X,커스텀,,0,9,normal,Asset/BlenderFile/normal/Llama/blender/Alpaca/alpaca_animation.blend,2024-02-28,4.3 MB
angora,Angora_animation_all.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/Angora/Angora_animation_all.blend,2021-08-30,6.9 MB
bear_black,bear_black_rig.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/bear/old/blender/bear_black_rig.blend,2020-11-17,1.0 MB
bear_panda,bear_panda_rig.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/bear/old/blender/bear_panda_rig.blend,2020-11-17,1.0 MB
cat,Cat_Modeling.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/Cat/Cat_Modeling.blend,2022-09-20,18.7 MB
cat_black,cat_black_AllAni04.blend,사용중,X,커스텀,,0,14,normal,Asset/BlenderFile/normal/Cat/Cat_Black/cat_black_AllAni04.blend,2025-01-23,6.1 MB
cat_black_pumpkin,cat_black_pumpkin_AllAni01.blend,사용중,X,커스텀,,0,5,normal,Asset/BlenderFile/normal/Cat/cat_halloween/cat_black_pumpkin_AllAni01.blend,2022-10-11,4.3 MB
cat_black_pumpkina01,cat_black_pumpkinA01.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/Cat/cat_halloween/cat_black_pumpkinA01.blend,2022-10-10,4.9 MB
cat_black_pumpkinb03,cat_black_pumpkinB03.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/Cat/cat_halloween/cat_black_pumpkinB03.blend,2022-10-10,5.0 MB
cat_black_pumpkinc02,cat_black_pumpkinC02.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/Cat/cat_halloween/cat_black_pumpkinC02.blend,2022-10-10,5.5 MB
cat_white,cat_white_AllAni03.blend,사용중,X,커스텀,,0,12,normal,Asset/BlenderFile/normal/Cat/Cat_Black/cat_white_AllAni03.blend,2024-02-13,3.7 MB
cat_white_shop02,cat_white_shop02.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/Cat/Cat_White/cat_white_shop02.blend,2022-10-14,5.1 MB
cat_white_shopb01,cat_white_shopB01.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/Cat/Cat_White/cat_white_shopB01.blend,2022-10-14,5.4 MB
cat_white_shopc01,cat_white_shopC01.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/Cat/Cat_White/cat_white_shopC01.blend,2022-10-14,5.7 MB
deer,deer_AllAni240311.blend,사용중,X,커스텀,,0,19,normal,Asset/BlenderFile/normal/deer/blender/deer_AllAni240311.blend,2024-03-13,6.9 MB
duck_mallard,duck_mallard_rig.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/duck/old/blender/duck_mallard_rig.blend,2020-11-17,1.2 MB
japanmonkey,japanmonkey_ani_eat-end01.blend,사용중,X,커스텀,,0,22,normal,Asset/BlenderFile/normal/japanmonkey/blender/japanmonkey_ani_eat-end01.blend,2022-06-16,1.7 MB
japanmonkey_scrath,japanmonkey_scrath.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/japanmonkey/old/blender/japanmonkey_scrath.blend,2020-10-30,1.6 MB
pose,Pose.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/duck/blender/Pose/Pose.blend,2022-05-03,5.7 MB
rabbit_black,rabbit_black_rig.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/rabbit/old/blender/rabbit_black_rig.blend,2020-11-17,1.1 MB
rabbit_gray,rabbit_gray_rig.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/rabbit/old/blender/rabbit_gray_rig.blend,2020-11-17,1.1 MB
rabbit_psoe,rabbit_psoe.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/rabbit/blender/rabbit_psoe.blend,2023-02-16,9.4 MB
rabbit_psoe2,rabbit_psoe2.blend,사용중,X,커스텀,,0,1,normal,Asset/BlenderFile/normal/rabbit/blender/rabbit_psoe2.blend,2024-02-14,10.9 MB
raccoon,raccoon_AllAni_240311.blend,사용중,X,커스텀,,0,13,normal,Asset/BlenderFile/normal/raccoon/blender/raccoon_AllAni_240311.blend,2024-03-14,7.4 MB
